Time Window,SYN Rate,SYN Percentage,Port Spread,ACK Response Rate,Source Diversity
prolonged,very high,low,several,no response,moderately distributed
prolonged,very high,low,several,no response,highly distributed
prolonged,very high,low,several,minimal response,centralized
prolonged,very high,low,several,minimal response,moderately distributed
prolonged,very high,low,several,minimal response,highly distributed
prolonged,very high,low,several,partial response,centralized
prolonged,very high,low,several,partial response,moderately distributed
prolonged,very high,low,several,partial response,highly distributed
prolonged,very high,low,several,widespread response,centralized
prolonged,very high,low,several,widespread response,moderately distributed
prolonged,very high,low,several,widespread response,highly distributed
prolonged,very high,low,several,broad response,centralized
prolonged,very high,low,several,broad response,moderately distributed
prolonged,very high,low,several,broad response,highly distributed
prolonged,very high,low,several,complete response,centralized
prolonged,very high,low,several,complete response,moderately distributed
prolonged,very high,low,several,complete response,highly distributed
prolonged,very high,low,many,no response,centralized
prolonged,very high,low,many,no response,moderately distributed
prolonged,very high,low,many,no response,highly distributed
prolonged,very high,low,many,minimal response,centralized
prolonged,very high,low,many,minimal response,moderately distributed
prolonged,very high,low,many,minimal response,highly distributed
prolonged,very high,low,many,partial response,centralized
prolonged,very high,low,many,partial response,moderately distributed
prolonged,very high,low,many,partial response,highly distributed
prolonged,very high,low,many,widespread response,centralized
prolonged,very high,low,many,widespread response,moderately distributed
prolonged,very high,low,many,widespread response,highly distributed
prolonged,very high,low,many,broad response,centralized
prolonged,very high,low,many,broad response,moderately distributed
prolonged,very high,low,many,broad response,highly distributed
prolonged,very high,low,many,complete response,centralized
prolonged,very high,low,many,complete response,moderately distributed
prolonged,very high,low,many,complete response,highly distributed
prolonged,very high,low,broad sweep,no response,centralized
prolonged,very high,low,broad sweep,no response,moderately distributed
prolonged,very high,low,broad sweep,no response,highly distributed
prolonged,very high,low,broad sweep,minimal response,centralized
prolonged,very high,low,broad sweep,minimal response,moderately distributed
prolonged,very high,low,broad sweep,minimal response,highly distributed
prolonged,very high,low,broad sweep,partial response,centralized
prolonged,very high,low,broad sweep,partial response,moderately distributed
prolonged,very high,low,broad sweep,partial response,highly distributed
prolonged,very high,low,broad sweep,widespread response,centralized
prolonged,very high,low,broad sweep,widespread response,moderately distributed
prolonged,very high,low,broad sweep,widespread response,highly distributed
prolonged,very high,low,broad sweep,broad response,centralized
prolonged,very high,low,broad sweep,broad response,moderately distributed
prolonged,very high,low,broad sweep,broad response,highly distributed
prolonged,very high,low,broad sweep,complete response,centralized
prolonged,very high,low,broad sweep,complete response,moderately distributed
prolonged,very high,low,broad sweep,complete response,highly distributed
prolonged,very high,moderate,a few,no response,centralized
prolonged,very high,moderate,a few,no response,moderately distributed
prolonged,very high,moderate,a few,no response,highly distributed
prolonged,very high,moderate,a few,minimal response,centralized
prolonged,very high,moderate,a few,minimal response,moderately distributed
prolonged,very high,moderate,a few,minimal response,highly distributed
prolonged,very high,moderate,a few,partial response,centralized
prolonged,very high,moderate,a few,partial response,moderately distributed
prolonged,very high,moderate,a few,partial response,highly distributed
prolonged,very high,moderate,a few,widespread response,centralized
prolonged,very high,moderate,a few,widespread response,moderately distributed
prolonged,very high,moderate,a few,widespread response,highly distributed
prolonged,very high,moderate,a few,broad response,centralized
prolonged,very high,moderate,a few,broad response,moderately distributed
prolonged,very high,moderate,a few,broad response,highly distributed
prolonged,very high,moderate,a few,complete response,centralized
prolonged,very high,moderate,a few,complete response,moderately distributed
prolonged,very high,moderate,a few,complete response,highly distributed
prolonged,very high,moderate,several,no response,centralized
prolonged,very high,moderate,several,no response,moderately distributed
prolonged,very high,moderate,several,no response,highly distributed
prolonged,very high,moderate,several,minimal response,centralized
prolonged,very high,moderate,several,minimal response,moderately distributed
prolonged,very high,moderate,several,minimal response,highly distributed
prolonged,very high,moderate,several,partial response,centralized
prolonged,very high,moderate,several,partial response,moderately distributed
prolonged,very high,moderate,several,partial response,highly distributed
prolonged,very high,moderate,several,widespread response,centralized
prolonged,very high,moderate,several,widespread response,moderately distributed
prolonged,very high,moderate,several,widespread response,highly distributed
prolonged,very high,moderate,several,broad response,centralized
prolonged,very high,moderate,several,broad response,moderately distributed
prolonged,very high,moderate,several,broad response,highly distributed
prolonged,very high,moderate,several,complete response,centralized
prolonged,very high,moderate,several,complete response,moderately distributed
prolonged,very high,moderate,several,complete response,highly distributed
prolonged,very high,moderate,many,no response,centralized
prolonged,very high,moderate,many,no response,moderately distributed
prolonged,very high,moderate,many,no response,highly distributed
prolonged,very high,moderate,many,minimal response,centralized
prolonged,very high,moderate,many,minimal response,moderately distributed
prolonged,very high,moderate,many,minimal response,highly distributed
prolonged,very high,moderate,many,partial response,centralized
prolonged,very high,moderate,many,partial response,moderately distributed
prolonged,very high,moderate,many,partial response,highly distributed
prolonged,very high,moderate,many,widespread response,centralized
prolonged,very high,moderate,many,widespread response,moderately distributed
prolonged,very high,moderate,many,widespread response,highly distributed
prolonged,very high,moderate,many,broad response,centralized
